LID,TID,track.duration,track.length,meandering.index,euclidean.distance,mean.speed,track.present.at.start.or.end,track.never.divides,cell.line,clone,replicate,Unnamed: 0,lineage.id,tracking.id,n_frames,start_frame,total_path_length,final_displacement,volume,radius,sphericity,length.to.width.ratio,dry.mass,match_score
1,2,2806,882.721,0.126578396,111.7334087,0.004710821,FALSE,FALSE,B2,cloneB,2,4555,2540,2540,105,121,821.5093994,108.1273804,2148.7041,31.24254274,0.130205258,2.080107789,537.1755237,0.101617723
1,3,2093,533.167,0.034439415,18.36195984,0.004247214,FALSE,FALSE,B2,cloneB,2,4838,2784,2784,64,131,479.4869995,15.76085091,1368.012978,23.98183376,0.16808283,1.945377057,342.0029259,0.242338879
1,4,2185,573.452,0.440855359,252.8093875,0.004211488,TRUE,FALSE,B2,cloneB,2,4911,3209,3209,88,153,615.9634399,243.4496307,1297.48195,24.21849988,0.155358255,2.054009316,324.3701874,0.106039153
1,5,2185,620.73,0.235362988,146.0968674,0.004442038,TRUE,FALSE,B2,cloneB,2,5278,3960,3960,76,183,486.0917664,153.1083527,1579.590046,26.27965812,0.151989002,2.454839856,394.8971497,0.262697326
1,6,2254,568.795,0.431263137,245.3003159,0.004211488,FALSE,FALSE,B2,cloneB,2,4911,3209,3209,88,153,615.9634399,243.4496307,1297.48195,24.21849988,0.155358255,2.054009316,324.3701874,0.084121257
1,7,2898,595.706,0.073436091,43.7463199,0.008424334,TRUE,FALSE,B2,cloneB,2,5574,4537,4537,22,199,610.8850098,42.213871,3050.749656,37.99698899,0.111178472,1.639976449,762.6867065,0.059877923
1,8,621,150.635,0.585714506,88.22910461,0.004161606,TRUE,FALSE,B2,cloneB,2,6147,5746,5746,27,235,149.0729065,86.05194855,1282.714794,24.60036306,0.148667703,1.552348836,320.6784012,0.035046223
1,9,598,129.251,0.45011819,58.17822617,0.008975533,FALSE,FALSE,B2,cloneB,2,6450,6337,6337,7,251,132.4206696,58.16959763,2970.497314,36.50859996,0.118100226,1.596440311,742.6236223,0.024084678
2,1,1449,237.236,0.141913889,33.66708333,0.004592174,TRUE,FALSE,B2,cloneB,2,5951,5326,5326,32,224,234.9574585,36.53736496,1715.905495,27.35823864,0.145193552,1.938884972,428.9759731,0.088161969
2,2,1380,400.391,0.196547303,78.69577117,0.004411485,FALSE,FALSE,B2,cloneB,2,5095,3602,3602,5,195,431.9007874,79.44223785,2809.857227,27.44743538,0.202861127,1.973268966,702.4636597,0.082352423
2,3,2185,669.681,0.074319837,49.77058266,0.008424334,FALSE,FALSE,B2,cloneB,2,5574,4537,4537,22,199,610.8850098,42.213871,3050.749656,37.99698899,0.111178472,1.639976449,762.6867065,0.239627897
2,4,2438,607.918,0.251664029,152.9910932,0.004442038,FALSE,FALSE,B2,cloneB,2,5278,3960,3960,76,183,486.0917664,153.1083527,1579.590046,26.27965812,0.151989002,2.454839856,394.8971497,0.201164981
2,5,3105,638.444,0.109170619,69.69932638,0.003762894,FALSE,FALSE,B2,cloneB,2,4654,2785,2785,76,131,663.3664551,67.38182831,1830.063627,28.13112948,0.149178445,1.507850622,457.5154829,0.070819599
2,6,1242,289.27,0.412794585,119.4090897,0.003977624,FALSE,FALSE,B2,cloneB,2,4626,2724,2724,51,129,278.5153198,118.1158066,1821.554831,27.76813298,0.150345227,1.960581508,455.3882883,0.048009384
2,7,1081,315.438,0.650568047,205.2138835,0.005718236,FALSE,FALSE,B2,cloneB,2,4357,556,556,36,19,323.6811218,211.6045837,1792.502458,28.24284458,0.141756001,1.796444604,448.1252018,0.055667941
2,8,690,238.344,0.901371703,214.8365371,0.004544298,FALSE,FALSE,B2,cloneB,2,5148,3696,3696,36,172,246.2473145,198.2393799,1543.844767,27.34756014,0.136406504,2.146528585,385.9608417,0.109349844
2,9,713,184.837,0.397694451,73.50864932,0.003663871,TRUE,FALSE,B2,cloneB,2,3791,33,33,35,1,184.5772705,73.58398438,1929.648022,30.62953077,0.126741909,1.753558246,482.4115592,0.002428978
2,10,23,5.494,1.000074358,5.494408521,0.003985989,FALSE,FALSE,B2,cloneB,2,4766,3032,3032,2,143,5.496679783,5.496679783,2008.286255,25.91436958,0.179877251,1.706330714,502.0710907,0.000900734
2,11,23,13.554,1.000003835,13.55405198,0.001088865,FALSE,FALSE,B2,cloneB,2,5358,4128,4128,2,188,13.54548168,13.54548168,722.1256104,19.13616371,0.167039484,1.608181215,180.5312347,0.001260778
2,12,1081,246.985,0.712154947,175.8915897,0.003452307,FALSE,FALSE,B2,cloneB,2,5653,4712,4712,45,205,242.1464996,171.193924,2400.96629,30.13928185,0.14972057,2.188014848,600.241019,0.046297994
2,13,1081,303.637,0.746452149,226.6504912,0.006411156,FALSE,FALSE,B2,cloneB,2,4868,3138,3138,25,149,301.4174805,244.8048096,2158.201064,28.98035027,0.151471736,2.479775861,539.5497644,0.08146812
2,14,1265,385.837,0.320460219,123.6454095,0.004425508,TRUE,FALSE,B2,cloneB,2,5259,3916,3916,51,181,377.8557739,124.1116638,2302.535597,29.88527881,0.152352029,2.0435175,575.6333588,0.024442219
2,15,1265,448.364,0.060344582,27.05633798,0.004974031,TRUE,FALSE,B2,cloneB,2,4195,1783,1783,37,74,388.6028137,23.65186882,1853.416603,27.19223744,0.15776256,1.374201389,463.3537128,0.259116106
3,1,2116,715.054,0.521624385,372.9896026,0.005147084,TRUE,FALSE,B2,cloneB,2,4215,1870,1870,91,80,683.6085205,371.2522583,2018.177594,29.79604547,0.139059798,1.889936219,504.5439322,0.04863426
3,2,2001,310.422,0.409781507,127.205195,0.004202856,FALSE,FALSE,B2,cloneB,2,5155,3710,3710,42,173,297.7218018,125.8632278,1943.710802,28.81494858,0.141514344,1.908324191,485.9272541,0.051462312
3,3,2300,534.598,0.386031872,206.3718665,0.005360573,FALSE,FALSE,B2,cloneB,2,4917,3219,3219,60,153,513.0286255,205.0753021,2054.948575,27.77069575,0.159444179,1.94591667,513.7366628,0.046629565
3,4,1886,316.44,0.055983631,17.71546017,0.00700223,TRUE,FALSE,B2,cloneB,2,5945,5305,5305,23,224,310.6617737,15.48261547,2949.137058,34.13183851,0.134221193,1.752893368,737.28358,0.144299429
3,5,736,148.675,0.050984932,7.580184694,0.002709387,FALSE,FALSE,B2,cloneB,2,3900,633,633,23,23,151.9775543,7.475228786,1849.144292,29.50498987,0.139896057,1.765595705,462.2856379,0.035576628
3,6,1587,169.952,0.612418839,104.0818065,0.004907066,TRUE,FALSE,B2,cloneB,2,4767,3033,3033,20,143,169.9732208,104.5349655,1395.82887,25.51910992,0.146600882,2.009974453,348.9568954,0.004459847
3,7,1587,292.777,0.18124736,53.06505835,0.004318178,TRUE,FALSE,B2,cloneB,2,4184,1760,1760,45,73,280.3467407,53.2070961,1746.184801,28.59179467,0.139207712,1.801285725,436.5457954,0.045125933
4,1,575,210.781,0.335060917,70.62447514,0.011524116,TRUE,FALSE,B2,cloneB,2,3874,457,457,13,15,224.7480164,69.52841187,1963.005427,32.79224454,0.109583296,1.616413061,490.7509155,0.077664822
4,2,1426,393.661,0.337136003,132.7172963,0.003108669,FALSE,FALSE,B2,cloneB,2,5142,3685,3685,87,172,405.3587646,135.1557159,1730.994418,26.73152244,0.154223435,2.801966411,432.7482035,0.046899364
4,3,1288,318.255,0.141612498,45.0688857,0.013181796,FALSE,FALSE,B2,cloneB,2,5246,3891,3891,15,180,305.8555298,45.43185806,3239.015788,38.64264577,0.111999117,1.81047888,809.7532145,0.046950182
4,4,3105,627.598,0.199382355,125.1319675,0.003423665,FALSE,FALSE,B2,cloneB,2,4899,3183,3183,97,152,501.2538452,129.9356079,1522.355379,24.77105096,0.169440626,1.913614172,380.5884939,0.238283218
4,5,2438,478.466,0.141730209,67.81308636,0.004915951,FALSE,FALSE,B2,cloneB,2,5350,4114,4114,46,187,449.2527771,65.04605103,2294.931296,31.6020206,0.131297923,1.787104364,573.7322905,0.101859861
4,6,2392,486.147,0.067209553,32.67372244,0.004567009,FALSE,FALSE,B2,cloneB,2,3848,294,294,76,9,587.6976929,29.95656776,1735.640675,30.41266963,0.12094985,1.418376982,433.9097704,0.255954341
4,7,2484,425.734,0.287844465,122.5451755,0.003515031,FALSE,FALSE,B2,cloneB,2,3772,7,7,89,1,449.8522949,118.0953598,1625.180096,27.70868788,0.14164839,1.772285046,406.2946462,0.089925444
4,8,874,162.645,0.334665494,54.43166935,0.00356958,TRUE,FALSE,B2,cloneB,2,6070,5593,5593,33,231,162.8085022,56.32475662,2024.502874,30.95070007,0.127002183,1.883792299,506.1252497,0.034614477
4,9,874,153.361,0.61703336,94.62885305,0.005267741,TRUE,FALSE,B2,cloneB,2,4087,1489,1489,17,58,156.2754211,92.34081268,1930.468628,27.89299595,0.1521518,1.565133683,482.6167046,0.04282836
4,10,1518,384.749,0.100583466,38.69938792,0.003975393,FALSE,FALSE,B2,cloneB,2,5401,4210,4210,64,190,365.2094727,37.54462814,1924.897692,28.69853491,0.143528354,2.623023783,481.2239752,0.080624354
4,11,943,193.389,0.311470464,60.23496161,0.006985318,FALSE,FALSE,B2,cloneB,2,5963,5362,5362,14,225,208.283493,60.34142685,2511.448713,30.53668799,0.152954439,1.497467515,627.8615941,0.073275055
4,12,1127,295.647,0.404326851,119.5380205,0.004202856,FALSE,FALSE,B2,cloneB,2,5155,3710,3710,42,173,297.7218018,125.8632278,1943.710802,28.81494858,0.141514344,1.908324191,485.9272541,0.057223537
4,13,1725,424.611,0.125195884,53.15954971,0.006568666,TRUE,FALSE,B2,cloneB,2,4668,2829,2829,43,134,443.5365295,51.6074028,3205.603802,34.18283369,0.142602627,1.41935986,801.4002132,0.071867501
4,14,1610,451.702,0.291727319,131.7738134,0.003515031,FALSE,FALSE,B2,cloneB,2,3772,7,7,89,1,449.8522949,118.0953598,1625.180096,27.70868788,0.14164839,1.772285046,406.2946462,0.107897485
4,15,1610,381.927,0.386199167,147.4998894,0.004508554,FALSE,FALSE,B2,cloneB,2,4448,2249,2249,58,105,382.9100037,154.9704895,1461.776099,22.96316841,0.186496003,2.143737626,365.4436864,0.050773791
4,16,598,131.393,0.23571964,30.97191064,0.004962951,FALSE,FALSE,B2,cloneB,2,4639,2755,2755,19,130,123.2886734,30.65877724,2660.367907,29.40812161,0.169056023,1.595411701,665.0913632,0.071790287
4,17,598,138.469,0.642930419,89.02593215,0.004254662,FALSE,FALSE,B2,cloneB,2,4960,3307,3307,21,157,141.9933014,90.9285202,1199.37253,24.19415556,0.147153654,2.327314029,299.8428461,0.045744191
4,18,552,77.391,0.610638136,47.25789595,0.004042623,FALSE,FALSE,B2,cloneB,2,4124,1580,1580,14,62,78.30838013,46.95887756,1521.414089,27.62049362,0.133517868,1.379812015,380.3531603,0.018042342
4,19,552,140.48,0.689024574,96.79417212,0.004534817,FALSE,FALSE,B2,cloneB,2,6298,6022,6022,23,242,137.5977936,98.87682343,2815.469302,35.8813596,0.117884574,1.797371345,703.8666647,0.041579934
5,1,3013,527.904,0.027246112,14.38333126,0.004247214,TRUE,FALSE,B2,cloneB,2,4838,2784,2784,64,131,479.4869995,15.76085091,1368.012978,23.98183376,0.16808283,1.945377057,342.0029259,0.17911689
5,2,1656,536.719,0.442514196,237.5057769,0.004211488,FALSE,FALSE,B2,cloneB,2,4911,3209,3209,88,153,615.9634399,243.4496307,1297.48195,24.21849988,0.155358255,2.054009316,324.3701874,0.153066335
5,3,2806,877.302,0.322485443,282.9171244,0.003646225,FALSE,FALSE,B2,cloneB,2,4804,2086,2086,110,94,649.0081177,246.4599457,1531.845128,26.05676448,0.150285306,2.274302039,382.9609279,0.389084375
5,4,1334,378.575,0.181263606,68.62186969,0.00913089,TRUE,FALSE,B2,cloneB,2,5455,4303,4303,15,192,380.1323853,64.40066528,3468.052214,37.23567861,0.124936579,1.636820659,867.0122599,0.065610936
5,5,1334,349.457,0.403652091,141.0590488,0.002800201,TRUE,FALSE,B2,cloneB,2,4323,2191,2191,84,100,353.5502625,151.8904572,1772.011877,24.82655909,0.181988828,2.242744146,443.0025598,0.082888255
5,6,184,20.088,0.524780092,10.54178249,0.004230519,TRUE,FALSE,B2,cloneB,2,4830,2606,2606,3,124,19.55090332,10.53136444,1058.145752,20.0563399,0.207249478,1.761659042,264.5361938,0.027725453
5,7,184,50.382,0.923568782,46.53124236,0.005440914,TRUE,FALSE,B2,cloneB,2,6540,6496,6496,6,255,50.22093582,46.95281219,1571.273234,23.3327891,0.190863612,2.340484693,392.8179423,0.012175445
6,2,2139,462.828,0.097587177,45.16607808,0.005483286,FALSE,FALSE,B2,cloneB,2,4541,2500,2500,26,119,438.6563416,42.79589462,1757.365314,28.2271116,0.141507048,1.683089274,439.340926,0.104703077
6,3,1863,400.609,0.226100501,90.57789559,0.003344738,FALSE,FALSE,B2,cloneB,2,5162,3719,3719,65,173,380.6820679,93.4112854,1782.518714,26.79404491,0.158896147,1.881861658,445.6292645,0.080074013
6,4,1564,422.605,0.204254875,86.31913141,0.004411485,FALSE,FALSE,B2,cloneB,2,5095,3602,3602,5,195,431.9007874,79.44223785,2809.857227,27.44743538,0.202861127,1.973268966,702.4636597,0.101191212
6,5,2185,625.395,0.131006329,81.93070332,0.003920289,FALSE,FALSE,B2,cloneB,2,4734,2972,2972,87,141,578.7404785,84.07954407,1514.413146,24.9084821,0.161389302,1.704710878,378.6029375,0.100157323
6,6,1794,474.864,0.213905921,101.5762213,0.003976744,FALSE,FALSE,B2,cloneB,2,4165,1705,1705,79,70,492.3822021,111.1667557,2121.618674,30.76425719,0.136576635,2.092426039,530.4041713,0.121850068
6,7,1564,473.92,0.277752392,131.6324135,0.003423665,FALSE,FALSE,B2,cloneB,2,4899,3183,3183,97,152,501.2538452,129.9356079,1522.355379,24.77105096,0.169440626,1.913614172,380.5884939,0.067421428
6,8,2116,695.252,0.241886431,168.172025,0.004518163,FALSE,FALSE,B2,cloneB,2,4289,2078,2078,69,94,485.31604,162.3471832,1602.59783,26.9610659,0.143650483,1.777892878,400.6490903,0.336592854
6,9,2208,617.138,0.279184804,172.2955513,0.004518163,FALSE,FALSE,B2,cloneB,2,4289,2078,2078,69,94,485.31604,162.3471832,1602.59783,26.9610659,0.143650483,1.777892878,400.6490903,0.271342212
6,10,1633,369.921,0.250327221,92.60129602,0.008285869,FALSE,FALSE,B2,cloneB,2,4339,87,87,18,4,374.9189758,92.77216339,1460.978333,23.01384089,0.185105346,1.779463945,365.2442474,0.015172612
6,11,1633,442.46,0.421609502,186.5453403,0.004120851,FALSE,FALSE,B2,cloneB,2,4896,3178,3178,46,185,446.1349792,195.1675415,1723.675322,26.77817146,0.153938016,2.675961006,430.9184265,0.05241583
6,12,2346,453.835,0.329896797,149.718713,0.004442038,TRUE,FALSE,B2,cloneB,2,5278,3960,3960,76,183,486.0917664,153.1083527,1579.590046,26.27965812,0.151989002,2.454839856,394.8971497,0.088498247
6,13,2093,512.367,0.173540853,88.91660635,0.005059865,FALSE,FALSE,B2,cloneB,2,4944,3273,3273,63,155,523.2036133,88.23912811,1808.367403,26.98829324,0.157177005,1.982636311,452.0914328,0.028331293
6,14,2576,618.527,0.248797181,153.8877737,0.004442038,TRUE,FALSE,B2,cloneB,2,5278,3960,3960,76,183,486.0917664,153.1083527,1579.590046,26.27965812,0.151989002,2.454839856,394.8971497,0.219178775
6,15,2231,596.615,0.104325181,62.24196794,0.003762894,FALSE,FALSE,B2,cloneB,2,4654,2785,2785,76,131,663.3664551,67.38182831,1830.063627,28.13112948,0.149178445,1.507850622,457.5154829,0.176904931
6,16,161,45.539,0.926784439,42.20483655,0.008936948,TRUE,FALSE,B2,cloneB,2,4676,2847,2847,3,135,45.97846603,43.80955124,1225.276408,23.0250543,0.164338311,1.391968359,306.3187968,0.046187418
6,17,161,40.948,0.741276803,30.35380255,0.007545874,TRUE,FALSE,B2,cloneB,2,6573,6556,6556,4,256,39.01517105,30.01621246,873.3984375,12.98844695,0.368893147,1.7638593,218.3494072,0.058323874
6,18,230,47.353,0.721913632,34.18477622,0.004074052,TRUE,FALSE,B2,cloneB,2,3820,124,124,4,7,48.61006546,34.27383423,3352.351318,34.56252193,0.142736454,1.326521283,838.0870667,0.028458614
6,19,207,33.403,0.212748051,7.106423151,0.005105029,FALSE,FALSE,B2,cloneB,2,4777,3051,3051,4,145,34.24674225,6.680994511,1537.271484,25.56476355,0.156118475,2.450203611,384.3174896,0.084502522
6,20,138,21.197,0.916775379,19.43288772,0.007747956,FALSE,FALSE,B2,cloneB,2,4697,2891,2891,3,137,21.29224205,19.23526955,1071.489909,23.98060989,0.137132193,1.409999241,267.8722382,0.014642351
6,21,138,23.684,0.420548305,9.960266061,0.002687214,FALSE,FALSE,B2,cloneB,2,5930,5289,5289,4,223,23.59650612,9.771785736,359.4638901,12.66560364,0.23169259,1.89291964,89.86588669,0.022617441
7,1,736,176.381,0.747893186,131.914148,0.005411379,TRUE,FALSE,B2,cloneB,2,6140,5730,5730,17,247,181.4346619,137.21138,2452.665262,32.43795047,0.132294071,1.702540715,613.165741,0.066460255
7,2,1909,523.867,0.520368396,272.6038305,0.006144908,FALSE,FALSE,B2,cloneB,2,3809,81,81,47,2,505.2237549,278.2064819,2293.93857,33.01329653,0.124646229,1.853971384,573.4841081,0.05572621
7,3,1587,467.551,0.11481476,53.68175605,0.004311772,FALSE,FALSE,B2,cloneB,2,5139,3680,3680,62,171,474.2596741,53.7160759,1620.100798,25.42172589,0.164813103,1.809419205,405.0248243,0.014784483
7,4,3335,790.091,0.507618065,401.0644644,0.005147084,FALSE,FALSE,B2,cloneB,2,4215,1870,1870,91,80,683.6085205,371.2522583,2018.177594,29.79604547,0.139059798,1.889936219,504.5439322,0.209105128
7,5,3335,883.507,0.389063334,343.7401789,0.005147084,FALSE,FALSE,B2,cloneB,2,4215,1870,1870,91,80,683.6085205,371.2522583,2018.177594,29.79604547,0.139059798,1.889936219,504.5439322,0.300361843
7,6,3680,1076.962,0.071797549,77.32323245,0.006062121,TRUE,FALSE,B2,cloneB,2,5073,3563,3563,64,167,658.6275635,76.08934021,2019.800011,28.18353367,0.152599976,2.09737298,504.9495344,0.404396953
7,7,3657,1018.203,0.39048552,397.5935283,0.005147084,FALSE,FALSE,B2,cloneB,2,4215,1870,1870,91,80,683.6085205,371.2522583,2018.177594,29.79604547,0.139059798,1.889936219,504.5439322,0.394864499
8,1,2553,524.912,0.195449392,102.5937312,0.003976744,TRUE,FALSE,B2,cloneB,2,4165,1705,1705,79,70,492.3822021,111.1667557,2121.618674,30.76425719,0.136576635,2.092426039,530.4041713,0.139090506
8,2,1426,526.605,0.072172105,38.00619119,0.008424334,FALSE,FALSE,B2,cloneB,2,5574,4537,4537,22,199,610.8850098,42.213871,3050.749656,37.99698899,0.111178472,1.639976449,762.6867065,0.237639077
8,3,1219,466.623,0.581951502,271.5519558,0.003485541,FALSE,FALSE,B2,cloneB,2,4308,2135,2135,76,97,435.0082703,276.0840454,2055.436016,29.63336941,0.156609306,1.812224864,513.8585297,0.084167805
8,4,2001,910.025,0.062979767,57.31316235,0.007254815,FALSE,FALSE,B2,cloneB,2,4168,1711,1711,69,70,960.7420654,44.26781845,2153.070406,30.45253165,0.147338613,1.762522932,538.2671022,0.280404618
8,5,2024,654.924,0.306320753,200.6168129,0.003646225,TRUE,FALSE,B2,cloneB,2,4804,2086,2086,110,94,649.0081177,246.4599457,1531.845128,26.05676448,0.150285306,2.274302039,382.9609279,0.195039352
8,6,2231,619.677,0.248143814,153.7690141,0.004442038,TRUE,FALSE,B2,cloneB,2,5278,3960,3960,76,183,486.0917664,153.1083527,1579.590046,26.27965812,0.151989002,2.454839856,394.8971497,0.219868814
8,7,2208,592.305,0.266763443,158.0053209,0.004518163,FALSE,FALSE,B2,cloneB,2,4289,2078,2078,69,94,485.31604,162.3471832,1602.59783,26.9610659,0.143650483,1.777892878,400.6490903,0.207375836
9,1,943,158.763,0.254834613,40.45830763,0.004283581,TRUE,FALSE,B2,cloneB,2,4834,2666,2666,24,127,156.3556671,38.12337875,1273.166682,23.18041241,0.185485408,1.444369885,318.2913774,0.072875036
9,2,2254,567.504,0.437901225,248.510697,0.004211488,FALSE,FALSE,B2,cloneB,2,4911,3209,3209,88,153,615.9634399,243.4496307,1297.48195,24.21849988,0.155358255,2.054009316,324.3701874,0.099038179
9,3,1909,636.144,0.128618771,81.82005916,0.006062121,FALSE,FALSE,B2,cloneB,2,5073,3563,3563,64,167,658.6275635,76.08934021,2019.800011,28.18353367,0.152599976,2.09737298,504.9495344,0.104177505
9,4,2806,905.361,0.294579997,266.7012405,0.003646225,TRUE,FALSE,B2,cloneB,2,4804,2086,2086,110,94,649.0081177,246.4599457,1531.845128,26.05676448,0.150285306,2.274302039,382.9609279,0.359044922
9,5,2806,728.045,0.035235754,25.65321422,0.00289367,TRUE,FALSE,B2,cloneB,2,4391,715,715,184,26,813.8984985,20.86041451,1510.534356,27.06973048,0.136262716,1.361086153,377.6332376,0.29231466
9,6,2231,612.593,0.125021543,76.58732219,0.006062121,FALSE,FALSE,B2,cloneB,2,5073,3563,3563,64,167,658.6275635,76.08934021,2019.800011,28.18353367,0.152599976,2.09737298,504.9495344,0.076396827
9,7,2438,495.064,0.566752143,280.5785831,0.006144908,FALSE,FALSE,B2,cloneB,2,3809,81,81,47,2,505.2237549,278.2064819,2293.93857,33.01329653,0.124646229,1.853971384,573.4841081,0.028563737
9,8,874,229.277,0.794473395,182.1544767,0.006541875,FALSE,FALSE,B2,cloneB,2,6115,5688,5688,26,234,243.9260406,183.3078308,3143.95412,38.6822867,0.109536905,1.704451507,785.9877953,0.066347153
9,9,874,201.771,0.457576832,92.32573505,0.00423737,FALSE,FALSE,B2,cloneB,2,5498,4389,4389,32,195,204.1862335,88.94195557,1636.921432,25.17172474,0.166141819,1.558679827,409.2299719,0.048479029
9,10,690,119.761,0.499827618,59.85985537,0.002997535,TRUE,FALSE,B2,cloneB,2,6088,5629,5629,30,232,119.7187347,59.23880386,1709.110111,29.64202983,0.123980179,2.595176624,427.2771311,0.010728005
9,11,690,201.843,0.839752097,169.4980826,0.004977969,TRUE,FALSE,B2,cloneB,2,5279,3961,3961,30,183,199.1476288,166.6829071,2263.122253,30.67094777,0.140098728,1.733440418,565.7800364,0.029962694