clone,replicate,LID,TID,track.duration,track.length,meandering.index,euclidean.distance,mean.speed,track.present.at.start.or.end,track.never.divides,cell.line,tracking.id,lineage.id,n_frames,start_frame,total_path_length,final_displacement,calculated_displacement,lineage_rootcell,left_censored,displacement_equal,lineage_equal
cloneB,2,6,3,2024,773.692,0.411188962,318.1336103,0.382258893,FALSE,FALSE,A1,5301,5301,11,224,105.8868027,90.70438385,90.70438701,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,4,2001,529.212,0.656874477,347.6258557,0.264473763,TRUE,FALSE,A1,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,4,2001,529.212,0.656874477,347.6258557,0.264473763,TRUE,FALSE,A1,4704,4704,13,205,102.7731018,86.29106903,86.29107243,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,5,1978,522.176,0.775261318,404.8228541,0.263991911,FALSE,FALSE,A1,885,885,110,121,468.0360107,418.9890747,418.9890644,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,5,1978,522.176,0.775261318,404.8228541,0.263991911,FALSE,FALSE,A1,40,40,31,2,278.8362427,81.65911865,73.89798361,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,6,3174,998.128,0.301845158,301.2801035,0.314470069,FALSE,FALSE,A1,895,895,137,121,668.2682495,300.6270142,300.627008,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,6,3174,998.128,0.301845158,301.2801035,0.314470069,FALSE,FALSE,A1,1974,1974,25,87,120.5133972,101.6376266,101.6376253,FALSE,TRUE,FALSE,TRUE
cloneA,1,6,7,3174,1057.96,0.252018045,266.6250105,0.333320731,FALSE,FALSE,A1,1271,1271,76,162,608.9274292,266.0681152,266.0681039,FALSE,TRUE,FALSE,TRUE
cloneB,2,6,7,3174,1057.96,0.252018045,266.6250105,0.333320731,FALSE,FALSE,A1,3310,3310,47,157,279.8130798,130.9967194,130.9967132,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,1,943,364.176,0.554378548,201.8913621,0.386188759,TRUE,FALSE,A1,1255,1255,30,161,271.0300903,201.6960449,201.6960455,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,1,943,364.176,0.554378548,201.8913621,0.386188759,TRUE,FALSE,A1,4420,4420,28,199,211.8499451,132.5644684,133.9503791,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,2,1748,662.202,0.1956545,129.5628014,0.378834096,FALSE,FALSE,A1,782,782,25,108,156.5482483,129.6936646,129.6936615,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,2,1748,662.202,0.1956545,129.5628014,0.378834096,FALSE,FALSE,A1,2135,2135,76,97,435.0082703,276.0840454,276.0840302,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,3,3197,1255.817,0.11060965,138.9054787,0.392811073,FALSE,FALSE,A1,1618,1618,32,199,229.7579346,139.6580353,139.6580288,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,3,3197,1255.817,0.11060965,138.9054787,0.392811073,FALSE,FALSE,A1,1777,1777,15,74,248.221405,53.68166351,53.68166299,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,4,3312,865.998,0.258653641,223.9935358,0.261472826,FALSE,FALSE,A1,644,644,28,88,245.3018494,222.5031891,222.5031894,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,4,3312,865.998,0.258653641,223.9935358,0.261472826,FALSE,FALSE,A1,1870,1870,91,80,683.6085205,371.2522583,371.2522566,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,5,3312,991.377,0.314794801,312.0803256,0.299328804,FALSE,FALSE,A1,1538,1538,74,191,353.3253479,307.7530518,307.753041,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,5,3312,991.377,0.314794801,312.0803256,0.299328804,FALSE,FALSE,A1,4286,4286,57,192,506.3671875,343.1891479,343.1891396,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,6,1863,840.677,0.705621618,593.1998651,0.451249061,FALSE,FALSE,A1,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,6,1863,840.677,0.705621618,593.1998651,0.451249061,FALSE,FALSE,A1,3166,3166,3,151,97.16355896,77.29869843,77.29869752,FALSE,TRUE,FALSE,TRUE
cloneA,1,7,7,1886,793.849,0.142716556,113.2953953,0.420916755,TRUE,FALSE,A1,1818,1818,25,223,145.1620636,113.4540329,113.4540307,FALSE,TRUE,FALSE,TRUE
cloneB,2,7,7,1886,793.849,0.142716556,113.2953953,0.420916755,TRUE,FALSE,A1,1870,1870,91,80,683.6085205,371.2522583,371.2522566,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,1,1426,621.935,0.284133882,176.7128057,0.436139551,TRUE,FALSE,A1,1236,1236,47,159,335.3482666,176.2058868,176.2058921,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,1,1426,621.935,0.284133882,176.7128057,0.436139551,TRUE,FALSE,A1,2310,2310,26,109,111.1399231,102.6263199,102.6263236,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,2,1863,858.824,0.071227827,61.17216727,0.460989801,FALSE,FALSE,A1,765,765,24,105,139.3700562,61.35235214,61.35235262,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,2,1863,858.824,0.071227827,61.17216727,0.460989801,FALSE,FALSE,A1,6339,6339,6,251,47.45392227,38.02405167,38.0240518,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,3,1863,573.444,0.126498288,72.53968431,0.307806763,FALSE,FALSE,A1,1102,1102,5,144,73.33714294,72.3561554,72.35615164,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,3,1863,573.444,0.126498288,72.53968431,0.307806763,FALSE,FALSE,A1,2135,2135,76,97,435.0082703,276.0840454,276.0840302,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,4,1725,504.663,0.347856003,175.550054,0.292558261,FALSE,FALSE,A1,1236,1236,47,159,335.3482666,176.2058868,176.2058921,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,4,1725,504.663,0.347856003,175.550054,0.292558261,FALSE,FALSE,A1,1899,1899,10,83,72.73157501,57.32216644,57.32216516,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,5,2737,1009.013,0.138677491,139.9273909,0.368656558,TRUE,FALSE,A1,1618,1618,32,199,229.7579346,139.6580353,139.6580288,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,5,2737,1009.013,0.138677491,139.9273909,0.368656558,TRUE,FALSE,A1,4914,4914,47,212,361.3531189,201.502655,201.5026605,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,6,2714,822.914,0.434128345,357.2502929,0.303210759,FALSE,FALSE,A1,525,525,77,74,680.6998901,365.577301,365.5773103,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,6,2714,822.914,0.434128345,357.2502929,0.303210759,FALSE,FALSE,A1,3960,3960,76,183,486.0917664,153.1083527,153.1083589,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,7,2553,904.38,0.262180449,237.1107542,0.354242068,FALSE,FALSE,A1,1445,1445,72,179,573.78479,237.7076721,237.7076684,FALSE,TRUE,FALSE,TRUE
cloneB,2,8,7,2553,904.38,0.262180449,237.1107542,0.354242068,FALSE,FALSE,A1,1745,1745,11,72,170.5019073,158.7362976,158.7362917,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,8,161,25.373,0.743942381,18.87605004,0.157596273,TRUE,FALSE,A1,1775,1775,3,216,19.00599098,18.87475204,18.87475215,FALSE,TRUE,FALSE,TRUE
cloneA,1,8,9,138,20.658,0.397506315,8.211685454,0.149695652,FALSE,FALSE,A1,1351,1351,18,169,32.16281891,8.203350067,8.203349633,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,1,1219,527.543,0.607200201,320.3242156,0.432767022,TRUE,FALSE,A1,843,843,42,116,446.1505127,320.3253479,320.3253535,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,1,1219,527.543,0.607200201,320.3242156,0.432767022,TRUE,FALSE,A1,3808,3808,13,177,68.66748047,40.50542068,40.50541919,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,2,2024,1114.189,0.447846871,498.9860573,0.550488636,FALSE,FALSE,A1,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,2,2024,1114.189,0.447846871,498.9860573,0.550488636,FALSE,FALSE,A1,2086,2086,110,94,649.0081177,246.4599457,246.4599513,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,3,1334,838.307,0.523836503,439.1358077,0.628416042,FALSE,FALSE,A1,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,3,1334,838.307,0.523836503,439.1358077,0.628416042,FALSE,FALSE,A1,40,40,31,2,278.8362427,81.65911865,73.89798361,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,4,1541,829.826,0.462713719,383.971875,0.538498378,FALSE,FALSE,A1,1144,1144,101,149,493.4305115,374.3514709,374.3514736,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,4,1541,829.826,0.462713719,383.971875,0.538498378,FALSE,FALSE,A1,4162,4162,47,189,399.3024597,261.8253784,261.8253823,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,5,3473,1456.22,0.284054367,413.6456503,0.419297437,TRUE,FALSE,A1,885,885,110,121,468.0360107,418.9890747,418.9890644,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,5,3473,1456.22,0.284054367,413.6456503,0.419297437,TRUE,FALSE,A1,6228,6228,3,247,26.17907715,25.64987183,25.64987248,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,6,1886,964.192,0.226338767,218.2340285,0.511236479,FALSE,FALSE,A1,1744,1744,19,213,220.9429474,218.1969604,218.196954,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,6,1886,964.192,0.226338767,218.2340285,0.511236479,FALSE,FALSE,A1,2575,2575,8,122,144.5131226,76.55847931,76.55847901,FALSE,TRUE,FALSE,TRUE
cloneA,1,9,7,1909,493.424,0.746714804,368.4470053,0.258472499,TRUE,FALSE,A1,525,525,77,74,680.6998901,365.577301,365.5773103,FALSE,TRUE,FALSE,TRUE
cloneB,2,9,7,1909,493.424,0.746714804,368.4470053,0.258472499,TRUE,FALSE,A1,3972,3972,56,183,396.836853,282.8839722,282.883961,FALSE,TRUE,FALSE,TRUE
cloneA,1,10,1,1357,477.113,0.275642126,131.5124418,0.351593957,TRUE,FALSE,A1,7,7,58,1,342.2861938,131.2352142,131.2352166,TRUE,FALSE,FALSE,TRUE
cloneA,1,10,2,598,333.869,0.678474345,226.5215511,0.558309365,FALSE,FALSE,A1,1454,1454,79,181,509.0367737,226.2994843,226.2994796,FALSE,TRUE,FALSE,TRUE
cloneA,1,10,3,1886,708.876,0.175592242,124.4731258,0.375862142,FALSE,FALSE,A1,1171,1171,46,152,244.1081085,124.5585861,124.5585858,FALSE,TRUE,FALSE,TRUE
cloneA,1,10,4,1058,351.872,0.353138666,124.2596085,0.332582231,FALSE,FALSE,A1,1260,1260,87,161,515.7254639,124.0342255,124.0342268,FALSE,TRUE,FALSE,TRUE
cloneA,1,10,5,2714,1128.75,0.404739336,456.8495251,0.415899042,FALSE,FALSE,A1,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneA,1,10,6,46,15.923,0.988180873,15.73480403,0.346152174,TRUE,FALSE,A1,309,309,4,47,20.73918152,15.74521065,15.74521047,FALSE,TRUE,FALSE,TRUE
cloneA,1,10,7,46,37.654,0.998497479,37.59742409,0.818565217,TRUE,FALSE,A1,710,710,2,97,37.61256027,37.61256027,37.61256198,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,1,1012,236.924,0.311660946,73.83995802,0.234114625,TRUE,FALSE,B2,2162,2162,2,261,6.777081966,6.777081966,6.777081795,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,1,1012,236.924,0.311660946,73.83995802,0.234114625,TRUE,FALSE,B2,4283,4283,9,192,81.52509308,73.9019165,73.90191832,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,2,2806,882.721,0.126578396,111.7334087,0.314583393,FALSE,FALSE,B2,1157,1157,13,151,129.8737793,128.1078949,128.1079002,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,2,2806,882.721,0.126578396,111.7334087,0.314583393,FALSE,FALSE,B2,5637,5637,24,232,186.8978577,111.3200989,111.3201013,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,3,2093,533.167,0.034439415,18.36195984,0.254738175,FALSE,FALSE,B2,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,3,2093,533.167,0.034439415,18.36195984,0.254738175,FALSE,FALSE,B2,76,76,5,2,23.70006752,18.35626984,18.35627002,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,4,2185,573.452,0.440855359,252.8093875,0.262449428,TRUE,FALSE,B2,1911,1911,30,234,132.5326538,128.9356995,128.9357048,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,4,2185,573.452,0.440855359,252.8093875,0.262449428,TRUE,FALSE,B2,2086,2086,110,94,649.0081177,246.4599457,246.4599513,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,5,2185,620.73,0.235362988,146.0968674,0.284086957,TRUE,FALSE,B2,2017,2017,9,245,103.3411942,92.5149765,92.51497722,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,5,2185,620.73,0.235362988,146.0968674,0.284086957,TRUE,FALSE,B2,3626,3626,44,169,400.2655945,145.8015747,145.8015707,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,6,2254,568.795,0.431263137,245.3003159,0.252349157,FALSE,FALSE,B2,3138,3138,25,149,301.4174805,244.8048096,244.8048102,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,7,2898,595.706,0.073436091,43.7463199,0.205557626,TRUE,FALSE,B2,945,945,9,127,203.5081024,191.4057159,191.4057206,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,7,2898,595.706,0.073436091,43.7463199,0.205557626,TRUE,FALSE,B2,3039,3039,13,144,94.05835724,43.73572922,43.73572947,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,8,621,150.635,0.585714506,88.22910461,0.242568438,TRUE,FALSE,B2,1308,1308,89,165,316.1058655,120.4623413,120.462338,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,8,621,150.635,0.585714506,88.22910461,0.242568438,TRUE,FALSE,B2,3273,3273,63,155,523.2036133,88.23912811,88.23912747,FALSE,TRUE,FALSE,TRUE
cloneA,1,1,9,598,129.251,0.45011819,58.17822617,0.216138796,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,1,9,598,129.251,0.45011819,58.17822617,0.216138796,FALSE,FALSE,B2,6337,6337,7,251,132.4206696,58.16959763,58.1695985,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,1,1449,237.236,0.141913889,33.66708333,0.163723948,TRUE,FALSE,B2,1454,1454,79,181,509.0367737,226.2994843,226.2994796,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,1,1449,237.236,0.141913889,33.66708333,0.163723948,TRUE,FALSE,B2,3410,3410,5,161,43.19910431,33.70290375,33.70290319,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,2,1380,400.391,0.196547303,78.69577117,0.290138406,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,2,1380,400.391,0.196547303,78.69577117,0.290138406,FALSE,FALSE,B2,4263,4263,27,192,168.5236816,78.75774384,78.7577401,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,3,2185,669.681,0.074319837,49.77058266,0.30649016,FALSE,FALSE,B2,1762,1762,50,215,372.2729797,288.5961304,288.596118,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,3,2185,669.681,0.074319837,49.77058266,0.30649016,FALSE,FALSE,B2,5224,5224,8,221,71.1572876,49.77447891,49.7744788,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,4,2438,607.918,0.251664029,152.9910932,0.249351107,FALSE,FALSE,B2,932,932,134,126,426.7359314,194.2303619,194.2303585,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,4,2438,607.918,0.251664029,152.9910932,0.249351107,FALSE,FALSE,B2,3960,3960,76,183,486.0917664,153.1083527,153.1083589,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,5,3105,638.444,0.109170619,69.69932638,0.205618035,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,5,3105,638.444,0.109170619,69.69932638,0.205618035,FALSE,FALSE,B2,3111,3111,38,148,167.8438416,69.78352356,69.78352196,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,6,1242,289.27,0.412794585,119.4090897,0.232906602,FALSE,FALSE,B2,766,766,59,105,487.6856995,251.5574188,251.5574216,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,6,1242,289.27,0.412794585,119.4090897,0.232906602,FALSE,FALSE,B2,4859,4859,26,210,180.9091797,119.6839066,119.6839097,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,7,1081,315.438,0.650568047,205.2138835,0.291802035,FALSE,FALSE,B2,1144,1144,101,149,493.4305115,374.3514709,374.3514736,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,7,1081,315.438,0.650568047,205.2138835,0.291802035,FALSE,FALSE,B2,3219,3219,60,153,513.0286255,205.0753021,205.0753056,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,8,690,238.344,0.901371703,214.8365371,0.345426087,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,8,690,238.344,0.901371703,214.8365371,0.345426087,FALSE,FALSE,B2,556,556,36,19,323.6811218,211.6045837,211.6045912,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,9,713,184.837,0.397694451,73.50864932,0.259238429,TRUE,FALSE,B2,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,9,713,184.837,0.397694451,73.50864932,0.259238429,TRUE,FALSE,B2,33,33,35,1,184.5772705,73.58398438,73.58398412,TRUE,FALSE,FALSE,TRUE
cloneB,2,2,10,23,5.494,1.000074358,5.494408521,0.238869565,FALSE,FALSE,B2,3032,3032,2,143,5.496679783,5.496679783,5.496679577,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,11,23,13.554,1.000003835,13.55405198,0.589304348,FALSE,FALSE,B2,2112,2112,7,255,62.04230881,45.79214478,45.79214533,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,11,23,13.554,1.000003835,13.55405198,0.589304348,FALSE,FALSE,B2,4128,4128,2,188,13.54548168,13.54548168,13.54548214,FALSE,TRUE,FALSE,TRUE
cloneA,1,2,12,1081,246.985,0.712154947,175.8915897,0.228478261,FALSE,FALSE,B2,1079,1079,42,141,320.3034668,238.8103485,238.8103551,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,12,1081,246.985,0.712154947,175.8915897,0.228478261,FALSE,FALSE,B2,2077,2077,57,94,332.2823181,177.2574005,177.2574051,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,13,1081,303.637,0.746452149,226.6504912,0.280885291,FALSE,FALSE,B2,2774,2774,53,131,330.4710388,229.4435425,229.4435468,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,14,1265,385.837,0.320460219,123.6454095,0.305009486,TRUE,FALSE,B2,2688,2688,32,128,347.2684631,123.3751831,123.3751813,FALSE,TRUE,FALSE,TRUE
cloneB,2,2,15,1265,448.364,0.060344582,27.05633798,0.354437945,TRUE,FALSE,B2,3352,3352,8,159,30.61066818,27.03955078,27.03955111,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,1,2116,715.054,0.521624385,372.9896026,0.337927221,TRUE,FALSE,B2,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,1,2116,715.054,0.521624385,372.9896026,0.337927221,TRUE,FALSE,B2,1870,1870,91,80,683.6085205,371.2522583,371.2522566,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,2,2001,310.422,0.409781507,127.205195,0.155133433,FALSE,FALSE,B2,1230,1230,80,158,699.3121948,428.8816528,428.881642,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,2,2001,310.422,0.409781507,127.205195,0.155133433,FALSE,FALSE,B2,64,64,35,34,288.3204651,127.2245636,61.02961077,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,3,2300,534.598,0.386031872,206.3718665,0.232433913,FALSE,FALSE,B2,2000,2000,5,246,41.46365356,25.47794342,26.88120516,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,3,2300,534.598,0.386031872,206.3718665,0.232433913,FALSE,FALSE,B2,2937,2937,94,139,366.0965576,205.6681671,205.6681745,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,4,1886,316.44,0.055983631,17.71546017,0.167783669,TRUE,FALSE,B2,525,525,77,74,680.6998901,365.577301,365.5773103,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,4,1886,316.44,0.055983631,17.71546017,0.167783669,TRUE,FALSE,B2,5515,5515,6,228,23.80255127,17.73641205,17.73641124,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,5,736,148.675,0.050984932,7.580184694,0.202004076,FALSE,FALSE,B2,1840,1840,39,226,200.1219635,164.5087891,164.5087904,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,5,736,148.675,0.050984932,7.580184694,0.202004076,FALSE,FALSE,B2,3782,3782,6,176,68.30274963,7.580969334,7.580969346,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,6,1587,169.952,0.612418839,104.0818065,0.107090107,TRUE,FALSE,B2,845,845,43,117,437.1079407,338.8217163,338.821708,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,6,1587,169.952,0.612418839,104.0818065,0.107090107,TRUE,FALSE,B2,1386,1386,38,53,210.0059357,103.9912643,103.9912619,FALSE,TRUE,FALSE,TRUE
cloneA,1,3,7,1587,292.777,0.18124736,53.06505835,0.184484562,TRUE,FALSE,B2,1760,1760,39,214,303.2902527,156.5107727,156.5107749,FALSE,TRUE,FALSE,TRUE
cloneB,2,3,7,1587,292.777,0.18124736,53.06505835,0.184484562,TRUE,FALSE,B2,4581,4581,5,200,54.48494339,53.03536987,53.03537161,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,1,575,210.781,0.335060917,70.62447514,0.366575652,TRUE,FALSE,B2,1255,1255,30,161,271.0300903,201.6960449,201.6960455,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,1,575,210.781,0.335060917,70.62447514,0.366575652,TRUE,FALSE,B2,1856,1856,14,79,116.7500076,70.68629456,70.68629353,FALSE,TRUE,FALSE,TRUE
cloneA,1,4,2,1426,393.661,0.337136003,132.7172963,0.276059607,FALSE,FALSE,B2,1417,1417,45,176,450.4717712,289.2044983,289.2045024,FALSE,TRUE,FALSE,TRUE
cloneB,2,4,2,1426,393.661,0.337136003,132.7172963,0.276059607,FALSE,FALSE,B2,5931,5931,20,240,143.6103363,132.8361053,132.8361081,FALSE,TRUE,FALSE,TRUE
